     0          0.00000315
     1          0.00002082
     2          0.00024398
     3          0.00289502
     4          0.02707433
     5          0.13282287
     6          0.28622107
     7          0.28546842
     8          0.16222769
     9          0.06797273
    10          0.02434879
    11          0.00765296
    12          0.00222159
    13          0.00061143
    14          0.00016238
    15          0.00004061
    16          0.00000969
    17          0.00000206
    18          0.00000036
    19          0.00000003
    20          0.00000001
