     0          0.00000315
     1          0.00001991
     2          0.00023304
     3          0.00276541
     4          0.02533601
     5          0.12419101
     6          0.27319505
     7          0.28505684
     8          0.17371267
     9          0.07502993
    10          0.02792133
    11          0.00911762
    12          0.00251883
    13          0.00066541
    14          0.00017681
    15          0.00004353
    16          0.00001075
    17          0.00000221
    18          0.00000043
    19          0.00000005
