0   0
1   1
2   1
3   0
4   1
5   1
6   0
7   1
8   1
9   1
10   1
11   1
12   1
13   1
14   19
15   37
16   36
17   84
18   166
19   403
20   935
21   2662
22   6490
23   16288
24   34189
25   57848
26   83734
27   109389
28   133306
29   154308
30   173588
31   190072
32   203914
33   215829
34   226114
35   234805
36   242162
37   248541
38   254222
39   259092
40   263209
41   267002
42   270058
43   272692
44   275254
45   277384
46   279310
47   280874
48   282113
49   284050
50   284905
51   286159
52   286900
53   287759
54   288277
55   288982
56   289422
57   290014
58   290376
59   291290
60   291329
61   291838
62   291734
63   292197
64   292537
65   293006
66   292998
67   293354
68   293219
69   293552
70   293608
71   293560
72   293553
73   293792
74   293619
75   293762
76   294009
77   294074
78   294083
79   293904
80   293913
81   293949
82   293784
83   294285
84   294232
85   294023
86   294135
87   294330
88   294229
89   294385
