     0          0.00000631
     1          0.00001841
     2          0.00025429
     3          0.00316780
     4          0.02848536
     5          0.13358637
     6          0.27956825
     7          0.27969424
     8          0.16227712
     9          0.07040272
    10          0.02765257
    11          0.01005328
    12          0.00342460
    13          0.00104415
    14          0.00027463
    15          0.00006871
    16          0.00001615
    17          0.00000400
    18          0.00000085
    19          0.00000018
    20          0.00000003
