 1 0
2 1
3 1
4 1
5 1
6 0
7 1
8 1
9 1
10 1
11 0
12 1
13 1
14 1
15 1
16 1
17 1
18 1
19 1
20 1
21 1
22 1
23 1
24 1
25 9
26 21
27 29
28 120
29 251
30 691
31 2033
32 4924
33 12060
34 24835
35 44900
36 68801
37 94995
38 120063
39 143976
40 163690
41 181063
42 195930
43 209376
44 220197
45 229723
46 237832
47 244478
48 251032
49 255973
50 260430
51 264205
52 267972
53 271275
54 274170
55 276268
56 278629
57 280185
58 281882
59 283317
60 284644
61 285475
62 286644
63 287583
64 288273
65 288978
66 289271
67 289663
68 290309
69 290586
70 291125
71 291325
72 291711
73 292185
74 292567
75 292526
76 292794
77 292868
78 293058
79 293336
80 293349
81 293524
82 293704
83 293646
84 293606
85 293535
86 293817
87 293715
88 293821
89 294039
90 294185

