0   0
1   1
2   1
3   0
4   1
5   1
6   1
7   1
8   1
9   1
10   1
11   1
12   1
13   1
14   1
15   1
16   1
17   1
18   4
19   4
20   4
21   13
22   14
23   14
24   12
25   17
26   34
27   57
28   68
29   134
30   151
31   220
32   344
33   682
34   1274
35   3131
36   8348
37   19209
38   36762
39   60588
40   84693
41   110391
42   133711
43   155003
44   173891
45   189790
46   203394
47   215424
48   225704
49   233936
50   241645
51   248147
52   253763
53   258932
54   262818
55   267092
56   269922
57   272787
58   275151
59   277460
60   279448
61   280978
62   282406
63   283717
64   284779
65   285901
66   286689
67   287392
68   288107
69   288899
70   289228
71   289934
72   290329
73   291031
74   291237
75   291418
76   291652
77   291904
78   292475
79   292211
80   292568
81   292909
82   292964
83   293448
84   293161
85   293206
86   293473
87   293338
88   293723
89   293907
