0   1
1   2
2   2
3   2
4   2
5   2
6   2
7   2
8   2
9   2
10   4
11   4
12   4
13   3
14   3
15   3
16   99
17   130
18   398
19   797
20   1851
21   4490
22   10345
23   23115
24   42801
25   67390
26   92120
27   115337
28   136003
29   153686
30   168361
31   180630
32   191541
33   200503
34   208320
35   214261
36   219379
37   223821
38   227665
39   230838
40   234188
41   235860
42   238042
43   239677
44   241124
45   242194
46   243654
47   244832
48   246071
49   246913
50   247414
51   248363
52   249352
53   249659
54   249759
55   250020
56   250897
57   250894
58   251318
59   251870
60   251938
61   252012
62   252290
63   252198
64   252329
65   252399
66   252328
67   252319
68   252752
69   252935
70   252999
71   252925
72   252689
73   253086
74   253395
75   253557
76   253692
77   253944
78   253814
79   254112
80   253795
81   253836
82   253839
83   254186
84   254130
