0   0 
1   0 
2   1 
3   1 
4   1 
5   1 
6   1 
7   1 
8   0 
9   1 
10   1 
11   1 
12   1 
13   1 
14   1 
15   1 
16   1 
17   1 
18   1 
19   1 
20   0 
21   1 
22   8 
23   20 
24   34 
25   64 
26   123 
27   285 
28   387 
29   703 
30   1221 
31   2095 
32   3559 
33   6026 
34   9125 
35   13577 
36   18463 
37   24362 
38   29669 
39   35195 
40   40626 
41   45616 
42   50682 
43   55454 
44   59335 
45   63244 
46   66565 
47   69499 
48   72731 
49   75291 
50   77532 
51   79734 
52   81775 
53   83494 
54   85059 
55   86524 
56   87739 
57   89024 
58   89938 
59   90963 
60   91706 
61   92419 
62   93174 
63   93796 
64   94350 
65   94861 
66   95266 
67   95817 
68   96194 
69   96413 
70   96839 
71   96969 
72   97346 
73   97513 
74   97819 
75   97961 
76   98031 
77   98128 
78   98365 
79   98559 
80   98737 
81   98423 
82   98628 
83   98822 
84   98845 
85   99140 
86   99022 
87   99272 
88   99186 
89   99157 
