0   0 
1   1 
2   1 
3   1 
4   1 
5   1 
6   3 
7   3 
8   3 
9   3 
10   59 
11   155 
12   177 
13   478 
14   921 
15   1963 
16   4298 
17   11085 
18   24239 
19   45415 
20   71838 
21   98153 
22   123538 
23   145457 
24   165221 
25   182654 
26   197815 
27   210640 
28   221618 
29   230989 
30   239082 
31   245977 
32   251736 
33   256975 
34   261084 
35   265345 
36   268794 
37   271813 
38   274309 
39   276796 
40   278687 
41   280573 
42   282221 
43   283660 
44   284688 
45   285889 
46   286762 
47   287837 
48   288582 
49   289363 
50   289860 
51   290302 
52   290735 
53   290924 
54   291601 
55   291865 
56   292197 
57   292345 
58   292556 
59   292604 
60   292702 
61   293033 
62   293275 
63   293323 
64   293587 
65   293719 
66   293840 
67   293758 
68   293882 
69   293992 
70   294137 
71   294331 
72   294041 
73   294379 
74   294042 
75   294218 
76   294357 
77   294163 
78   294445 
79   294331 
80   294313 
81   294352 
82   294279 
83   294283 
84   294187 
85   294327 
86   294339 
87   294244 
88   294362 
89   294352 
