0   0 
1   1 
2   1 
3   1 
4   1 
5   1 
6   1 
7   1 
8   1 
9   1 
10   2 
11   6 
12   16 
13   21 
14   53 
15   231 
16   402 
17   793 
18   1619 
19   2806 
20   5268 
21   10539 
22   17700 
23   28015 
24   39567 
25   51686 
26   62825 
27   73592 
28   82854 
29   90754 
30   97055 
31   102323 
32   107053 
33   110124 
34   113365 
35   115516 
36   117731 
37   119503 
38   120883 
39   121999 
40   123152 
41   123870 
42   124656 
43   125498 
44   125773 
45   126424 
46   126984 
47   127140 
48   127407 
49   127768 
50   127967 
51   128334 
52   128485 
53   128611 
54   128703 
55   128667 
56   128962 
57   128926 
58   129244 
59   129033 
60   129378 
61   129358 
62   129317 
63   129320 
64   129381 
65   129405 
66   129541 
67   129444 
68   129522 
69   129552 
70   129605 
71   129579 
72   129651 
73   129628 
74   129483 
75   129475 
76   129570 
77   129603 
78   129580 
79   129636 
80   129759 
81   129657 
82   129715 
83   129773 
84   129567 
85   129652 
86   129495 
87   129455 
88   129593 
89   129520 
