0   1 
1   2 
2   6 
3   7 
4   12 
5   21 
6   21 
7   23 
8   33 
9   48 
10   60 
11   90 
12   129 
13   153 
14   196 
15   251 
16   335 
17   462 
18   597 
19   774 
20   975 
21   1283 
22   1669 
23   2192 
24   2861 
25   3716 
26   4787 
27   6260 
28   8164 
29   10476 
30   13348 
31   16924 
32   21367 
33   26685 
34   32677 
35   39804 
36   47585 
37   55990 
38   64776 
39   73562 
40   81852 
41   89718 
42   96728 
43   102791 
44   108225 
45   112970 
46   116796 
47   120074 
48   122885 
49   125445 
50   127401 
51   128951 
52   130315 
53   131349 
54   132341 
55   133133 
56   133999 
57   134433 
58   134881 
59   135440 
60   135875 
61   135856 
62   135936 
63   136470 
64   136600 
65   136568 
66   136649 
67   136756 
68   136996 
69   137182 
70   137092 
71   137338 
72   137289 
73   137310 
74   137362 
75   137259 
76   137562 
77   137638 
78   137726 
79   137762 
80   137698 
81   137922 
82   137901 
83   138132 
84   138039 
85   137824 
86   137780 
87   137743 
88   137672 
89   137649 
