0   0 
1   1 
2   1 
3   2 
4   2 
5   2 
6   1 
7   1 
8   2 
9   2 
10   21 
11   40 
12   41 
13   45 
14   87 
15   197 
16   308 
17   740 
18   1522 
19   2634 
20   4642 
21   7312 
22   11178 
23   15680 
24   20951 
25   26720 
26   32388 
27   38031 
28   43148 
29   48249 
30   53108 
31   57422 
32   61413 
33   65013 
34   68374 
35   71152 
36   73994 
37   76467 
38   78739 
39   80888 
40   82890 
41   84559 
42   86143 
43   87387 
44   88766 
45   89878 
46   90733 
47   91617 
48   92582 
49   93249 
50   93995 
51   94410 
52   95063 
53   95401 
54   95970 
55   96392 
56   96826 
57   96994 
58   97407 
59   97591 
60   98115 
61   98147 
62   98429 
63   98796 
64   98779 
65   99116 
66   99106 
67   99247 
68   99288 
69   99372 
70   99453 
71   99575 
72   99709 
73   99691 
74   99758 
75   99797 
76   99864 
77   99850 
78   100044 
79   99860 
80   99841 
81   100062 
82   100141 
83   100259 
84   100142 
85   100041 
86   100099 
87   100101 
88   100317 
89   100090 
