0   3 
1   4 
2   8 
3   10 
4   9 
5   10 
6   9 
7   9 
8   8 
9   7 
10   7 
11   6 
12   6 
13   6 
14   6 
15   6 
16   7 
17   5 
18   5 
19   6 
20   7 
21   8 
22   9 
23   9 
24   10 
25   10 
26   12 
27   12 
28   11 
29   12 
30   9 
31   9 
32   11 
33   11 
34   12 
35   12 
36   11 
37   11 
38   9 
39   10 
40   10 
41   13 
42   11 
43   12 
44   11 
45   12 
46   9 
47   11 
48   11 
49   10 
50   10 
51   11 
52   14 
53   14 
54   11 
55   11 
56   12 
57   15 
58   15 
59   14 
60   14 
61   13 
62   13 
63   12 
64   11 
65   11 
66   10 
67   11 
68   10 
69   11 
70   12 
71   9 
72   10 
73   11 
74   11 
75   13 
76   12 
77   12 
78   13 
79   13 
80   13 
81   13 
82   10 
83   8 
84   9 
85   11 
86   9 
87   10 
88   9 
89   11 
