0   0 
1   1 
2   1 
3   1 
4   1 
5   4 
6   3 
7   4 
8   23 
9   30 
10   35 
11   37 
12   48 
13   56 
14   87 
15   140 
16   295 
17   629 
18   1355 
19   2562 
20   4050 
21   6712 
22   10285 
23   14648 
24   19717 
25   25326 
26   30959 
27   36775 
28   42413 
29   47486 
30   52569 
31   56786 
32   61141 
33   64858 
34   68347 
35   71297 
36   74320 
37   77045 
38   79273 
39   81406 
40   83141 
41   84998 
42   86343 
43   87747 
44   89083 
45   90158 
46   90903 
47   91934 
48   92681 
49   93535 
50   94068 
51   94711 
52   95428 
53   95678 
54   96362 
55   96707 
56   97040 
57   97465 
58   97661 
59   98073 
60   98212 
61   98546 
62   98665 
63   98940 
64   99143 
65   99264 
66   99299 
67   99352 
68   99507 
69   99609 
70   99663 
71   99737 
72   99817 
73   99790 
74   99956 
75   100079 
76   100050 
77   100141 
78   100156 
79   100140 
80   100247 
81   100137 
82   100267 
83   100355 
84   100205 
85   100257 
86   100269 
87   100412 
88   100516 
89   100260 
