0   0 
1   1 
2   1 
3   1 
4   1 
5   1 
6   1 
7   4 
8   9 
9   8 
10   65 
11   109 
12   338 
13   911 
14   4388 
15   16814 
16   42395 
17   86775 
18   138237 
19   183362 
20   217151 
21   238864 
22   253155 
23   263473 
24   270064 
25   275310 
26   278768 
27   281751 
28   283865 
29   285697 
30   287224 
31   288318 
32   289336 
33   290096 
34   290761 
35   291509 
36   291654 
37   291923 
38   292211 
39   292859 
40   292915 
41   293060 
42   293001 
43   293338 
44   293337 
45   293671 
46   293890 
47   294121 
48   294157 
49   294031 
50   294136 
51   293762 
52   294266 
53   294145 
54   293960 
55   294151 
56   294080 
57   294077 
58   294090 
59   294340 
60   294192 
61   294368 
62   294173 
63   294251 
64   294408 
65   294327 
66   294401 
67   294374 
68   294190 
69   294337 
70   294512 
71   294466 
72   294497 
73   294621 
74   294333 
75   294423 
76   294278 
77   294573 
78   294410 
79   294643 
80   294493 
81   294459 
82   294523 
83   294188 
84   294334 
85   294677 
86   294420 
87   294473 
88   294450 
89   294339 
